,카페명,자치구,행정동,카테고리,분위기,이미지 주소
89,구구가가,강남구,청담동,뷔페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA3MjJfMzkg%2FMDAxNTYzNzc5ODMzMDEz.U1NldHKCvBbsySLEQ4Ghn_yqJQB_cvUGaq4w57Dc9jAg.hnuZXuYDhAnq7CreRbpNKs_Upa1vjLq_f--ozcAf8B0g.JPEG.aamm14%2FORG_DSC09931.
90,은곡빵집,강남구,세곡동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220208_122%2F1644300879233twyJ1_JPEG%2F%25282%2529.jpg
91,커피셀러,강남구,세곡동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA1MDZfNTcg%2FMDAxNTU3MTE3MTgxMDkx.0u_DCQtG-DUTjHfB1QQ2x4bG3_mwm73IQPdQvUrEPO0g.oMmZS29yt9M09ElqkrdpY88h84lDvrOb37Vl3CohmW4g.JPEG.gmlwls1547%2F6156546782746246890_IMG_0154.
92,지파시 송파킴스클럽점,강남구,세곡동,아이스크림,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_88%2F1655098320719LMDpa_PNG%2FG.Fassi_logo-removebg-preview.png
93,카페노엘,강남구,세곡동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_235%2F1651716720807bveQk_JPEG%2F20220505_111106.jpg
94,스타벅스 가든파이브점,강남구,세곡동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
95,빽다방 송파하비오점,강남구,세곡동,테이크아웃커피,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_201%2F1591868523166ll8px_PNG%2FzMa4tBMFAuRAhnJ58p2ZvKLY.png
96,퍼펙트아이스 가든5현대시티아울렛점,강남구,세곡동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA1MjdfMjM5%2FMDAxNTU4OTU1NDk5Mzc1.44dOBdyTIv9EhNNOg0rLOWFgKIPE8kqQMhcEJPiQ5Wsg.JokOFU9HGijZMt91Puijf_4N8vU4jKZWH--bjxHeAwgg.JPEG.shiskt%2F1558955051388.jpg
97,배스킨라빈스 송파하비오점,강남구,세곡동,아이스크림,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
98,커피에반하다 가든파이브점,강남구,세곡동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfMTg2%2FMDAxNjU1MTgzMzg2NDk4.CqH7YeoKaeGWgtziSD35ggWxNrw_djDuMQYe4QLmVV0g.CYhY3KgSXywrrrdqqOz4wt1E_1u-m5JQ13eHuJCHgtkg.JPEG.aschool123%2F20220531%25A3%25DF145730%25A3%25DF841.jpg
99,삼형제쿠키&플라워케익,강남구,세곡동,베이글,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200412_48%2F1586699544429CHJr5_JPEG%2FQzPRUI93GSbXEojge4qA57th.jpg
100,애니오케이션 카페,강남구,신사동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221106_259%2F1667666958084CgGQT_JPEG%2F0.%25B8%25DE%25C0%25CE%25C0%25CC%25B9%25CC%25C1%25F6%2528%25B3%25D7%25C0%25CC%25B9%25F6%25C1%25F6%25B5%25B5%2529.jpg
101,타르틴베이커리 도산점,강남구,신사동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201216_175%2F1608106558966vbB6d_JPEG%2FKakaoTalk_20201216_171258141.jpg
102,37.5 시그니처 가로수길,강남구,신사동,뷔페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221129_242%2F1669688360537m7cJ9_PNG%2F%25B0%25A1%25B7%25CE%25BC%25F6.png
103,홍만당 가로수길점,강남구,신사동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201107_38%2F1604713338568OKeHI_JPEG%2Fimage.jpg
104,블랙포션,강남구,신사동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200817_130%2F1597666569361m2mOV_JPEG%2Ft99mPgbPHLtnooU8bAhnaEQS.jpg
105,에르제 도산,강남구,신사동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211028_185%2F1635431262136REh4j_JPEG%2F3L9Iof59YEGHTC7kFN6uiX9Z.jpeg.jpg
106,스테이지 바이 고디바,강남구,신사동,초콜릿전문점,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220923_108%2F16638992733185tev6_JPEG%2F220901_SBG_Logo_Red.jpg
107,어글리퍼피,강남구,신사동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221115_43%2F1668481109139sMSDY_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%25BF%25EB.jpg
108,메종원스이어,강남구,신사동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221110_258%2F1668072489076Sx2h5_PNG%2F%25B8%25C5%25C0%25E5_%25BF%25DC%25BA%25CE_%25B7%25CE%25B0%25ED_%25BB%25E7%25C1%25F8.png
109,하이미엘,강남구,신사동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211129_69%2F1638120323290YRB8O_JPEG%2F3G3A8858_copy.jpg
110,펠트커피 도산공원점,강남구,압구정동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190515_53%2F1557908494482qJeSP_JPEG%2FQYVdy-bpqdEXvBZ3Hpgm0Lmb.jpg
111,빈터 커피 바,강남구,압구정동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_47%2F1665622301489gXLxj_JPEG%2FKakaoTalk_20221012_224255141.jpg
112,플래시커피 압구정 미소점,강남구,압구정동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211222_96%2F1640180574050DTq1o_JPEG%2FIMG_0051.
113,아마스빈 압구정역점,강남구,압구정동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_104%2F1576821347563tHALi_JPEG%2FtNObzj32CAIhp2pwGVSqgnl7.jpg
114,안다즈서울강남 아츠,강남구,압구정동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221217_289%2F1671203884264Wn5je_JPEG%2F05febc78-c044-45d0-b796-05191e9eb9be.jpg
115,할리스 세로수길점,강남구,압구정동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg
116,immute,강남구,압구정동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190301_104%2F1551434334640WE8jP_JPEG%2FAvgYy_yJryEOGkbaCNso9Xnl.jpeg.jpg
117,라스페스,강남구,압구정동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210518_1%2F16213294580886YMBf_JPEG%2FtONiZ5IhlRgeixS4oJ1fs5Qp.jpg
118,투썸플레이스 압구정역,강남구,압구정동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220820_217%2F1660947669405VTR48_JPEG%2F%25C5%25F5%25BD%25E6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BF%25A5%25BA%25ED%25B7%25BD.
119,아우어베이커리 도산본점,강남구,압구정동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_192%2F1636107982406WWzPE_JPEG%2FttQawAaCV9tz3WKhY6IfmvXq.jpg
120,이디야 청계산입구역점,서초구,내곡동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
121,카페 에이든,서초구,내곡동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_33%2F1666173287724GGIYu_JPEG%2F7499A5A5-7C46-49C5-83CD-7EC53847F5AB.jpeg
122,수뜰,서초구,내곡동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221123_269%2F1669190170683oJIBY_JPEG%2F20221025_151425.jpg
123,커피셀러,서초구,내곡동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA1MDZfNTcg%2FMDAxNTU3MTE3MTgxMDkx.0u_DCQtG-DUTjHfB1QQ2x4bG3_mwm73IQPdQvUrEPO0g.oMmZS29yt9M09ElqkrdpY88h84lDvrOb37Vl3CohmW4g.JPEG.gmlwls1547%2F6156546782746246890_IMG_0154.
124,공차 SRT수서역점,서초구,내곡동,차,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAzMjdfMTEw%2FMDAxNjE2NzkwMjcxMTU5.VU0Dr5EdKRwyKpseX9aH4ouM-5GuwKjjmx2Id-2KjwIg.X-yKoJ1Vk0oi2LQBV-lf2yU1NaQL4T-nTX2hjaTOdaEg.JPEG.hjstravel%2F20210326%25A3%25DF145920.jpg
125,밀브레드,서초구,내곡동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210730_71%2F1627608116828pM4jr_JPEG%2FfaZRrTyWVn21FS-_bMFTqkBp.jpg
126,카페넘버스,서초구,내곡동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_143%2F1670282518805CcyBq_JPEG%2FEEF62817-152C-4427-A1B8-E80DB32009F5.jpeg
127,파리바게뜨 수서동성당점,서초구,내곡동,베이글,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_29%2F1649836948074hmgtw_PNG%2Fimage.png
128,홍팥집 세곡점,서초구,내곡동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201227_94%2F1608997816543w4RqY_JPEG%2Fo2BggcuJ4iHH6EK1rNJdRDUa.jpeg.jpg
129,시그니쳐9,서초구,내곡동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220611_50%2F1654953615896j5nn3_JPEG%2F6EF1BB0F-CD68-4B6D-91EC-89AD10388121.jpeg
130,커피볶는집낙타,서초구,양재동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220114_202%2F1642149527968TR6bv_JPEG%2F50036D68-1C40-4D0A-9BE0-B5C890309186.jpeg
131,카페다이나,서초구,양재동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_251%2F1657262245632HTNSk_PNG%2FScreenshot_2022-03-02_2.23.10_PM.png
132,매머드익스프레스 매헌역점,서초구,양재동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211215_161%2F1639577769122dgOne_JPEG%2F1639576090030.jpg
133,카페그린그린,서초구,양재동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_180%2F1441032660708y55nh_JPEG%2F146555618348328_0.jpeg
134,바나프레소 교육개발원사거리점,서초구,양재동,바나프레소,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221201_222%2F1669855676718VcDOP_PNG%2F%25BD%25BA%25C6%25E4%25BC%25C8%25B7%25CE%25B0%25EDV3_22%25B3%25E212%25BF%25F9-%25281280x1280%2529.png
135,시트로넬,서초구,양재동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221025_168%2F1666687634847AeoO1_JPEG%2FKakaoTalk_20221025_173106292_01.jpg
136,이디야커피 양재중앙점,서초구,양재동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
137,라온제나,서초구,양재동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA3MDdfMjg4%2FMDAxNjU3MTcyNjA0MDgy.JqtYzZenIq6FdwKteWT5Je7vG4ShLbUAoulvvtiA4Tsg.2M0rxTFctMNAOQCtLCoQmlccTQotMKuIsPGDB8i1Fqcg.JPEG.kho1978%2FKakaoTalk_20220707_133138735_14.jpg
138,커피나무,서초구,양재동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20160814_125%2F1471140476604yNiDe_JPEG%2F1471140456049.jpg
139,공차 양재역점,서초구,양재동,차,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_97%2F1440999284879NEH54_JPEG%2F156753568127212_0.jpeg
140,베이크샵 피봇,서초구,방배동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220808_43%2F1659946044765neeXh_JPEG%2FKakaoTalk_20220313_140927291.jpg
141,포용 그릭 요거트 사당점,서초구,방배동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_75%2F16469316463828X2uT_JPEG%2FKakaoTalk_Photo_2022-03-11-02-00-29.jpeg
142,메종엠오,서초구,방배동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201019_36%2F1603077845875jCQAA_JPEG%2F82rq788FxnZkNWJNRebDQsas.jpg
143,비지트,서초구,방배동,뷔페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201223_177%2F1608705496333C7pJo_JPEG%2FEaKviLjfgGFJfMhnVe0eJ0hr.jpeg.jpg
144,아이엠바리스타 에스프레소바,서초구,방배동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_284%2F1441088508775hPfLL_JPEG%2F156163587650856_0.jpeg
145,월광카페,서초구,방배동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210928_235%2F1632797023207K4fgu_JPEG%2Fw8LdhnTxm-xZ2c5QoXpwWKyZ.jpg
146,배스킨라빈스 서초,서초구,방배동,아이스크림,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
147,플러스빈,서초구,방배동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201227_40%2F1609028744413hh9K5_JPEG%2Fnl2cCqtsUvuv7M_pYNzJ51oH.jpeg.jpg
148,스타벅스 방배역점,서초구,방배동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
149,멀티커피 방배점,서초구,방배동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221209_9%2F16705452502761Hw12_JPEG%2F20221208_122917.jpg
150,파케파케,서초구,반포동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221218_37%2F1671362858929nWGtH_JPEG%2F2022-12-15-18-13-17-823.jpg
151,PLENTY CAFE,서초구,반포동,뷔페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220722_58%2F1658471462472OPOTi_JPEG%2Fmain.jpg
152,파리바게뜨 반포래미안점,서초구,반포동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200215_51%2F1581724070099DqtVm_JPEG%2Fk-NoT-07LLOkaMrJ93LkklKC.jpeg.jpg
153,카페안젤로보노 서울성모점,서초구,반포동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221105_238%2F166764115243978q51_JPEG%2F1667641134467.jpg
154,헤이베이글,서초구,반포동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220310_15%2F1646879623708zjfYw_JPEG%2F60cm_%25B7%25CE%25B0%25ED1.jpg
155,커피랑도서관 반포점,서초구,반포동,스터디카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181102_193%2F1541130441961XNDuh_JPEG%2F3r7n6NTyaJX1Upq0czP05C7p.jpg
156,르타오 신세계백화점 강남점,서초구,반포동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20151108_261%2Fmdellechou_1446970610310xKUjU_JPEG%2F%25B0%25AD%25B3%25B2%25BD%25C5%25BC%25BC%25B0%25E8%25B5%25F0%25C0%25FA%25C6%25AE__%25B8%25A3%25C5%25B8%25BF%25C0_%25282%2529.
157,파파도나스신세계센트럴시티점,서초구,반포동,다방,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MDlfMjQ3%2FMDAxNjYwMDMxMTI5NTYz.4PyGl_0XOkG7C1Lah1SDWSmDcmpGWkyC9A4pqTDCUyEg.7m-VmCTFGogH9e1MxNPePbdktbSxSQgy1ACtZ087MeQg.JPEG.kha4085%2Foutput_402804895.jpg
158,이디야커피 서울고속버스터미널점,서초구,반포동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTEwMjdfNjIg%2FMDAxNjM1Mjk4MTE5OTkz.QPpgJVZag6UUOXvWQLp5DAr8LRKwbGPbsMRX9XlGVFog.zKlunByQnqy8_H1pqaQJkcAPwxWJRx2ibxXmFp7e5bIg.JPEG.eunji84620%2FIMG_3447.jpg
159,더블해피니스 파미에스테이션점,서초구,반포동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA2MjZfMTQ1%2FMDAxNjI0Njk0MjY2NDQ3.NDL2CzdwNUvuZ4XXniV6ufPapyt1MgPJ4CTo9ZXA2JAg.SbTcKM_Tb-R6O05bd-oAXvPaj6b9xEJ64uj0jnbNeR8g.JPEG.ikyong1%2F20210619%25A3%25DF123808.jpg
160,카페알케미,송파구,삼전동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170719_157%2F15004325031943wH9Q_JPEG%2F186668523940377_0.jpeg
161,테티,송파구,삼전동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220707_74%2F1657163684195eonKB_JPEG%2F1A64CF51-E268-49C5-8F33-7E661D9814A6.jpeg
162,피치그레이,송파구,삼전동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220716_288%2F1657975038128jSwtm_JPEG%2F49A9EAAA-8AE0-4FB6-9CBA-F956DB552D2C.jpeg
163,달빛정거장,송파구,삼전동,북카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_146%2F15217137279123pq2H_PNG%2FrBijBUX5kD0PuL0dHmynZdtb.png
